Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
pengetesan add member,Chrome 94.0.4606.61,,,2021-10-01 10:58:20,2021-10-01 11:01:12,2m - 52.274s,ERROR
,,,,,,,
Test Cases/Add Data Member,Chrome 94.0.4606.61,,,2021-10-01 10:58:20,2021-10-01 10:58:33,12.312s,PASSED
"openBrowser(""http://116.254.100.222:81/login"")",Chrome 94.0.4606.61,,,2021-10-01 10:58:21,2021-10-01 10:58:24,3.097s,PASSED
name = name,Chrome 94.0.4606.61,,,2021-10-01 10:58:24,2021-10-01 10:58:24,0.001s,PASSED
point = point,Chrome 94.0.4606.61,,,2021-10-01 10:58:24,2021-10-01 10:58:24,0.001s,PASSED
"helper.helper.loginBrowser(""rocky@gmail.com"", ""Test1234"")",Chrome 94.0.4606.61,,,2021-10-01 10:58:24,2021-10-01 10:58:27,3.371s,PASSED
"helper.helper.addDataMember(name, point)",Chrome 94.0.4606.61,,,2021-10-01 10:58:27,2021-10-01 10:58:29,1.623s,PASSED
"helper.helper.checkingExistingData(""Name"", name, ""Poin"", point)",Chrome 94.0.4606.61,,,2021-10-01 10:58:29,2021-10-01 10:58:33,3.858s,PASSED
,,,,,,,
Test Cases/TC_005_ADD Member 20 times using conditional,Chrome 94.0.4606.61,"if number is even ,name = Susan
if number is odd , name = Jaka
if number % 5 = 0 , point = number * 5
if  number % 3 = 0 , point = number * 3
if number % 4 = 0 , point = number * 4
else 
point = number",,2021-10-01 10:58:33,2021-10-01 11:01:05,2m - 32.224s,PASSED
"openBrowser(""http://116.254.100.222:81/login"")",Chrome 94.0.4606.61,,,2021-10-01 10:58:33,2021-10-01 10:58:36,3.192s,PASSED
"helper.helper.loginBrowser(""rocky@gmail.com"", ""Test1234"")",Chrome 94.0.4606.61,,,2021-10-01 10:58:36,2021-10-01 10:58:39,3.533s,PASSED
maxLoop = 20,Chrome 94.0.4606.61,,,2021-10-01 10:58:39,2021-10-01 10:58:39,0.000s,PASSED
"name = """"",Chrome 94.0.4606.61,,,2021-10-01 10:58:39,2021-10-01 10:58:39,0.000s,PASSED
point = 0,Chrome 94.0.4606.61,,,2021-10-01 10:58:39,2021-10-01 10:58:39,0.000s,PASSED
"for ([i = 1, i <= maxLoop, (i++)])",Chrome 94.0.4606.61,,,2021-10-01 10:58:39,2021-10-01 11:01:05,2m - 25.298s,PASSED
,,,,,,,
Test Cases/TC_006_Delete_Data,Chrome 94.0.4606.61,,,2021-10-01 11:01:05,2021-10-01 11:01:12,7.521s,ERROR
memberList = tmpData,Chrome 94.0.4606.61,,,2021-10-01 11:01:05,2021-10-01 11:01:05,0.001s,PASSED
for (def data : memberList),Chrome 94.0.4606.61,,,2021-10-01 11:01:05,2021-10-01 11:01:12,7.330s,FAILED
