Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Scenario_indocyber,Chrome 93.0.4577.82,,,2021-09-26 17:06:50,2021-09-26 17:13:46,6m - 55.283s,PASSED
,,,,,,,
Test Cases/TC_005_ADD Member 20 times using conditional,Chrome 93.0.4577.82,"if number is even ,name = Susan
if number is odd , name = Jaka
if number % 5 = 0 , point = number * 5
if  number % 3 = 0 , point = number * 3
if number % 4 = 0 , point = number * 4
else 
point = number",,2021-09-26 17:06:51,2021-09-26 17:10:20,3m - 29.062s,PASSED
"openBrowser(""http://116.254.100.222:81/login"")",Chrome 93.0.4577.82,,,2021-09-26 17:06:51,2021-09-26 17:06:54,3.289s,PASSED
"helper.helper.loginBrowser(""rocky@gmail.com"", ""rocky182"")",Chrome 93.0.4577.82,,,2021-09-26 17:06:54,2021-09-26 17:07:00,5.119s,PASSED
maxLoop = 20,Chrome 93.0.4577.82,,,2021-09-26 17:07:00,2021-09-26 17:07:00,0.001s,PASSED
"name = """"",Chrome 93.0.4577.82,,,2021-09-26 17:07:00,2021-09-26 17:07:00,0.001s,PASSED
point = 0,Chrome 93.0.4577.82,,,2021-09-26 17:07:00,2021-09-26 17:07:00,0.001s,PASSED
"for ([i = 1, i <= maxLoop, (i++)])",Chrome 93.0.4577.82,,,2021-09-26 17:07:00,2021-09-26 17:10:20,3m - 20.147s,PASSED
println(tmpData),Chrome 93.0.4577.82,,,2021-09-26 17:10:20,2021-09-26 17:10:20,0.004s,PASSED
,,,,,,,
Test Cases/TC_006_Delete_Data,Chrome 93.0.4577.82,,,2021-09-26 17:10:20,2021-09-26 17:13:46,3m - 25.907s,PASSED
memberList = tmpData,Chrome 93.0.4577.82,,,2021-09-26 17:10:20,2021-09-26 17:10:20,0.001s,PASSED
for (def data : memberList),Chrome 93.0.4577.82,,,2021-09-26 17:10:20,2021-09-26 17:13:46,3m - 25.607s,PASSED
tmpData.removeAll(),Chrome 93.0.4577.82,,,2021-09-26 17:13:46,2021-09-26 17:13:46,0.017s,PASSED
println(tmpData),Chrome 93.0.4577.82,,,2021-09-26 17:13:46,2021-09-26 17:13:46,0.001s,PASSED
