Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Scenario_indocyber,Chrome 93.0.4577.82,,,2021-09-29 14:04:34,2021-09-29 14:09:13,4m - 38.855s,ERROR
,,,,,,,
Test Cases/Login - Logout,Chrome 93.0.4577.82,Scenario Login Logout,#login,2021-09-29 14:04:34,2021-09-29 14:04:48,14.131s,PASSED
"openBrowser("""")",Chrome 93.0.4577.82,,,2021-09-29 14:04:35,2021-09-29 14:04:37,2.260s,PASSED
"navigateToUrl(""http://116.254.100.222:81/login"")",Chrome 93.0.4577.82,,,2021-09-29 14:04:37,2021-09-29 14:04:39,2.211s,PASSED
"setText(findTestObject(""loginpage/input-email""), email)",Chrome 93.0.4577.82,,,2021-09-29 14:04:39,2021-09-29 14:04:40,0.748s,PASSED
"setText(findTestObject(""loginpage/input_password""), password)",Chrome 93.0.4577.82,,,2021-09-29 14:04:40,2021-09-29 14:04:40,0.663s,PASSED
"click(findTestObject(""loginpage/btn-login""))",Chrome 93.0.4577.82,,,2021-09-29 14:04:40,2021-09-29 14:04:45,4.093s,PASSED
"click(findTestObject(""dashboard/btn-logout""))",Chrome 93.0.4577.82,,,2021-09-29 14:04:45,2021-09-29 14:04:45,0.936s,PASSED
closeBrowser(),Chrome 93.0.4577.82,,,2021-09-29 14:04:45,2021-09-29 14:04:46,0.692s,PASSED
Video,Chrome 93.0.4577.82,,,2021-09-29 14:04:48,2021-09-29 14:04:48,0.001s,PASSED
,,,,,,,
Test Cases/order-menu,Chrome 93.0.4577.82,,dashboard,2021-09-29 14:04:48,2021-09-29 14:05:04,16.156s,FAILED
"openBrowser(""http://116.254.100.222:81/login"")",Chrome 93.0.4577.82,,,2021-09-29 14:04:48,2021-09-29 14:04:51,2.333s,PASSED
"helper.helper.loginBrowser(""rocky@gmail.com"", ""rocky182"")",Chrome 93.0.4577.82,,,2021-09-29 14:04:51,2021-09-29 14:04:55,3.773s,PASSED
"click(findTestObject(""Object Repository/dashboard/transaction-menu""))",Chrome 93.0.4577.82,,,2021-09-29 14:04:55,2021-09-29 14:04:56,1.005s,PASSED
"scrollToElement(findTestObject(""Object Repository/orderPage/orderAction_btn""), 1)",Chrome 93.0.4577.82,,,2021-09-29 14:04:56,2021-09-29 14:04:56,0.449s,PASSED
"click(findTestObject(""Object Repository/orderPage/orderAction_btn""))",Chrome 93.0.4577.82,,,2021-09-29 14:04:56,2021-09-29 14:04:56,0.354s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/orderPage/modal-content""), 1)",Chrome 93.0.4577.82,,,2021-09-29 14:04:56,2021-09-29 14:04:57,0.649s,PASSED
"click(findTestObject(""Object Repository/orderPage/btn-nasi""))",Chrome 93.0.4577.82,,,2021-09-29 14:04:57,2021-09-29 14:04:57,0.354s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/orderPage/modal-cat-nasi""), 1)",Chrome 93.0.4577.82,,,2021-09-29 14:04:57,2021-09-29 14:04:58,0.767s,PASSED
"click(findTestObject(""Object Repository/orderPage/btn-nasi-goreng""))",Chrome 93.0.4577.82,,,2021-09-29 14:04:58,2021-09-29 14:04:59,0.352s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/orderPage/Modal-order""), 1)",Chrome 93.0.4577.82,,,2021-09-29 14:04:59,2021-09-29 14:04:59,0.739s,PASSED
"verifyElementText(findTestObject(""Object Repository/orderPage/modal-title-order""), ""Order Delivery"")",Chrome 93.0.4577.82,,,2021-09-29 14:04:59,2021-09-29 14:05:00,0.323s,PASSED
"setText(findTestObject(""Object Repository/orderPage/form-order/input-name""), name)",Chrome 93.0.4577.82,,,2021-09-29 14:05:00,2021-09-29 14:05:00,0.641s,PASSED
"setText(findTestObject(""Object Repository/orderPage/form-order/input-address""), address)",Chrome 93.0.4577.82,,,2021-09-29 14:05:00,2021-09-29 14:05:02,1.510s,PASSED
"click(findTestObject(""Object Repository/orderPage/form-order/input-phone""))",Chrome 93.0.4577.82,,,2021-09-29 14:05:02,2021-09-29 14:05:02,0.607s,FAILED
Video,Chrome 93.0.4577.82,,,2021-09-29 14:05:04,2021-09-29 14:05:04,0.001s,PASSED
,,,,,,,
Test Cases/Add Data Member,Chrome 93.0.4577.82,,,2021-09-29 14:05:04,2021-09-29 14:05:20,15.867s,PASSED
"openBrowser(""http://116.254.100.222:81/login"")",Chrome 93.0.4577.82,,,2021-09-29 14:05:05,2021-09-29 14:05:08,3.736s,PASSED
name = name,Chrome 93.0.4577.82,,,2021-09-29 14:05:08,2021-09-29 14:05:08,0.001s,PASSED
point = point,Chrome 93.0.4577.82,,,2021-09-29 14:05:08,2021-09-29 14:05:08,0.000s,PASSED
"helper.helper.loginBrowser(""rocky@gmail.com"", ""rocky182"")",Chrome 93.0.4577.82,,,2021-09-29 14:05:08,2021-09-29 14:05:12,3.556s,PASSED
"helper.helper.addDataMember(name, point)",Chrome 93.0.4577.82,,,2021-09-29 14:05:12,2021-09-29 14:05:14,1.784s,PASSED
"helper.helper.checkingExistingData(""Name"", name, ""Poin"", point)",Chrome 93.0.4577.82,,,2021-09-29 14:05:14,2021-09-29 14:05:18,4.490s,PASSED
Video,Chrome 93.0.4577.82,,,2021-09-29 14:05:20,2021-09-29 14:05:20,0.001s,PASSED
,,,,,,,
Test Cases/TC_005_ADD Member 20 times using conditional,Chrome 93.0.4577.82,"if number is even ,name = Susan
if number is odd , name = Jaka
if number % 5 = 0 , point = number * 5
if  number % 3 = 0 , point = number * 3
if number % 4 = 0 , point = number * 4
else 
point = number",,2021-09-29 14:05:20,2021-09-29 14:08:25,3m - 4.530s,PASSED
"openBrowser(""http://116.254.100.222:81/login"")",Chrome 93.0.4577.82,,,2021-09-29 14:05:21,2021-09-29 14:05:23,2.438s,PASSED
"helper.helper.loginBrowser(""rocky@gmail.com"", ""rocky182"")",Chrome 93.0.4577.82,,,2021-09-29 14:05:23,2021-09-29 14:05:27,3.557s,PASSED
